trading_day,US_LargeCap,US_SmallCap,Tech_Growth,EU_Equity,EM_Equity,US_Treas_10Y,US_Corp_Credit,Commodities,Gold,Real_Estate
12,0.009810096925898966,0.01592083865401933,0.009426119200878597,0.00822582441860707,0.0071222954409749665,-0.0035766374097935725,1.1595961554098245e-4,0.007428942349352031,0.02171759061848743,0.0029153604440256115
13,0.007582734693835039,0.005505157056377596,0.006454673756449758,-0.00936771180237419,0.005470995689802921,0.001440008043974504,-1.651500490075924e-4,0.03294195348146938,0.005899002290910309,0.0115646153412762
14,0.006119050080306203,0.02673564555113605,0.02102551497290425,-0.0015944012637236992,0.015841096533540686,-1.371332518240973e-4,9.940289191440715e-4,-0.016407697922712863,-0.004455801539333575,-6.037641270707998e-4
15,-0.0026854228839128568,-0.015107134893142417,-0.008814395475750763,-0.013574678891229099,-0.022167225964977777,0.004532315186962711,-0.007394289365127983,0.005913001856175991,0.009335306203110433,0.01891449197830752
16,-0.0033813552237834522,-0.00609029066936348,-0.0019896224642309114,-0.012033934375224072,0.022518020759673085,0.0015137884048752623,0.008039481035903176,-0.0037327190739882697,-0.004632282419198935,-0.018474526370595618
17,0.007670019965300258,-7.416081679388577e-4,0.014960091191015205,0.012163067293568204,0.0030709642859807363,0.0024260915303099414,0.005098439222723588,0.008200213573748156,0.016380535732697144,0.006351146009768211
18,-0.004998980793875962,-0.010575006444370793,0.006894971104883792,-0.015939931442590465,0.0019075308995180095,0.0022615030940845364,0.004749193006048546,-0.010135501466101933,0.017612192783488797,0.009450414743251995
19,0.03397698495031377,0.021689868112645037,0.03995502750377414,0.01309745141025245,7.44114642001551e-5,6.533921928845451e-5,0.008975210332440446,-8.936098206054807e-4,0.006769180153914987,0.005786976173056617
20,0.007120780874717281,0.015199968031444279,0.023870735660550615,0.010602017924067056,0.005421801352842762,-9.541714824464768e-4,0.0036667041439862945,-0.001646019210696439,-0.007913125936333325,0.007728083628725712
21,0.015691919077707516,0.0015253147904589594,0.004031005930461861,8.95834226891889e-4,0.010201684489201888,0.002945137550308632,0.0037486259121080247,-0.0012127736165865204,0.004040292917475819,-0.008899705759638912
22,0.006061100119675492,0.005766209677597451,-0.01558332765497264,-0.005123693483942711,-0.0015773006312219608,0.005036639807228211,0.0030199752731426078,0.020650107452910554,-0.012246695789999158,4.0779920455926176e-4
23,0.004075834142384863,0.006264191335002142,0.013253349471993083,-0.005416397252802525,-0.019357173917037077,0.004527764534577172,-0.002342206407404012,5.991941485281828e-4,6.811947998984521e-4,0.014308922752705625
24,0.002982043803385084,-0.011442770582874993,-0.0025943136576136168,-0.0029595733290216667,0.005761376006656486,0.0012086391316655065,-0.007652873833293178,-0.0022544762371722277,-0.00472434475802181,0.01563020242193862
25,-0.01151231520617047,-3.857596451850414e-4,-0.016229150491232927,-0.01620916203591048,-0.005741594614590766,0.008476732237247082,-9.493038353775305e-4,-0.012513154468143025,0.0023660141057277036,0.017300799685067588
26,0.01831878247567353,0.026744684389430555,0.012696809084532357,0.022576314699500864,0.00956922484492676,-0.009140010745701395,0.0014782634341323293,-0.029128187860293402,0.014122476980097127,-0.004818033241337856
27,-0.008206002283622933,0.0033806566989190976,-8.495291581188762e-4,-0.009806031464929746,-0.002159199675448552,0.0013253788455327205,0.010313756758290384,-0.0206973648805507,-0.004570067630314652,-0.006380831358479226
28,-0.003705111139800871,-0.027548690294652053,-0.023013057307492646,-0.019302764180776734,-0.036669989107486915,8.167212402501865e-4,-0.013907347308947503,-0.02443882182229163,-0.0011350449161265114,-0.002853644489253803
29,0.007556341338030149,0.018574152025244404,0.015398482384330761,0.028847454846331912,0.023900960145583443,-0.0018925891418853998,-0.005856108970531377,0.014339684668118547,0.0068168621926484865,0.003712951826505193
30,-0.007033042479199626,-0.009958459279773953,0.0032379163833527137,0.006580999537419274,-0.011573452519334476,0.005775782096940198,-0.0031082985655094537,-0.004749971848973711,-0.004242606871665546,-0.007383746196949198
31,0.0042941490640655625,0.01098731221939072,0.0055432071691122005,0.014920258602133144,0.014444375275985931,-0.0018002591806449656,5.295633127992696e-4,0.011165623451468652,-0.011939913003496519,-0.011797150957498372
32,0.01760768396678387,0.009601976160500066,0.01532004384994155,-0.0042476092828135055,0.004189277734257796,-0.001658450817956309,-0.002361662812377065,0.009974950505852367,0.013274371079723866,-5.70126943566568e-4
33,-0.0051423444517160665,-0.017456859223022144,-0.01974755551997372,-0.009113840641399596,-0.010160040164864001,0.0028363139574047493,-0.003371595742577545,-0.0012879880546705388,-0.01402088004832142,0.018275014496762186
34,0.0023010330274287325,0.013592052455542427,0.017708781017915377,-8.855713231392464e-4,-0.007790436891768623,-0.0048888136801162035,-0.00500654927804724,0.010453922271161396,-0.007873351657880162,0.0026578282071731464
35,-0.006529416185028547,-0.003706125890291697,0.00234967355265822,-0.004369531792272566,0.009167252211772224,-0.004144426116146029,-0.004352569175518787,8.449572405154625e-4,0.005620324428912376,-0.005397639512256257
36,0.006624417125557582,0.006634156863809429,0.011755741462773476,0.002275983806702926,0.010543121471070232,0.0013956506935790614,-0.006445030644853341,3.4467267020815153e-4,0.0015176625940056285,-0.013215923291195435
37,9.755450023184909e-4,0.002319776094422885,-0.006052308830012206,0.016444365152201667,0.01476524632905942,-0.00880029493077619,-0.003861032709476241,-0.011713279789860582,-0.0042135135775536806,-0.010981803099181559
38,0.02999536660085598,0.03414872732288284,0.02468465078473679,0.017046838537786678,0.02347855304910123,-0.0024304440750820312,-1.1013655550211343e-4,0.011710624044559286,-0.0029674452409500555,0.020961189835700854
39,0.004011690710724831,-0.013060310867300844,-0.008190701756863745,-5.506997948965145e-4,-0.002303563708527611,9.654586689909168e-4,-0.009251265081689606,0.020919177576129513,-0.00313521357279969,-0.017975239623423095
40,-0.01456413736863146,-0.014786906506431823,-0.032577942551990674,-0.002792557023519684,-0.0051382815162074064,0.003021559158627497,-4.671918619947885e-4,0.011214259408118495,0.011962251683334585,-0.002542731917092169
41,-0.0016614634162399782,0.0012651014036219417,-0.02642514014047247,-0.007599457018877236,-0.0036699922166136805,0.009702977028986684,-0.0028092254203354984,0.02258075138038093,0.0053842411015010486,-0.0016869021887474323
42,0.00453783944138583,0.0052090511465604375,-0.0070381753667578244,0.004892983809075859,0.004779219248893584,-0.003343395318229303,-0.006618690599633612,-0.01553782225205301,-0.012108895960084637,-0.021544217322413683
43,0.007772698400440607,-0.013572232691813478,-0.02310992835896822,0.004215634654218164,-0.003615492264290275,-0.007650548021235238,-2.840062082362955e-4,-0.013713937210510185,-0.0011597167945713548,0.007392475402166554
44,0.01468519782359399,0.004653349646443917,0.030885842468812437,0.006249943267511292,0.014995844343500079,-0.002314768920582555,-0.004795708448102557,-0.007642707621200767,-0.011240370602293638,-0.0018955908504223232
45,-0.005780104787081466,-0.03054020018719005,0.0019357977402425914,-0.02492041581087097,-0.007883323473359587,0.0024043211146806236,0.004717571463833092,5.47246824989116e-4,0.0035995269909726664,7.409134420918175e-4
46,0.01282344469704508,-9.707028956274845e-4,0.015318426788468694,-0.006235730519532549,0.021713626308969773,-0.006534276699240738,-0.004387486076346923,-0.006228378450339658,0.008802205939734851,-0.009429932104787308
47,0.0063189854751275355,0.006296934855451638,0.0066134241551791114,-0.004828830414065219,0.010000308650336853,-0.006949963153874067,-0.007109910033872642,-0.002940332454462135,-0.014322991132162304,-0.0048571894285492235
48,0.010238600542517715,0.017549283647645963,-0.0028892948378317564,0.004112792924546775,0.012636455428209254,0.0019607998378395283,0.004213087321994606,-0.01831664544391624,-0.011206805666442237,-0.008561302348827562
49,0.011172873132043811,-0.012980986270797315,0.004923621090400897,-1.4398701984608326e-4,0.011609366799485203,0.004636302051240225,-0.007917579768199642,-0.006197018687391257,-0.0011788955484265157,-0.0151915395133003
50,0.004474072058227765,-0.012186372575540342,0.015659968502650026,0.004349482452259074,-0.008174076008884786,0.0033866728206794604,0.008012256300939663,0.0034972531798571674,-0.0018875806337623085,2.5288485265011413e-4
51,0.0046336707105611545,0.014780676946189435,0.014343575052181175,0.005737468170103254,0.03296623705370938,-3.3535310424592465e-4,-0.007626953680884782,0.015766746140062148,-0.007893870411192222,-0.0030826357956087566
52,0.004103218836036095,0.008797799443256494,0.017014993757010016,9.514823045822184e-4,-0.011783373998478792,-0.001278022433730367,0.010470759766516383,-0.03508748835979741,-0.0028665789491356393,0.0034143111428510285
53,0.007458566403293723,-0.008822735103022023,0.0036640723503867196,-0.004158762645987109,-0.009644836503689143,0.007279524341730381,-6.267394366937015e-4,0.008215558064645979,0.002143558753962122,0.010759573191415343
54,0.008910896419132891,-0.0028474455526226812,0.010599455792182244,0.002413917209395012,0.01715557061009926,-0.0018258269921782202,0.0016664116823334304,0.004353016063818606,-0.0073993540131839855,0.007961875933296737
55,-0.003408382812291016,0.0065894487769601155,-0.00901543169122563,6.506991619589036e-4,0.005253945773287088,4.239281776594792e-4,-0.001701703220596308,-0.0038383175472307125,-0.00825817386334043,0.0033615730999828216
56,-0.012586108162218524,0.005874084495771763,-0.013706659812912383,-0.0054178159301833395,-0.003721969560319071,0.0015575543490092185,0.005783966102936629,-0.01318709812999512,-0.01728198162836837,-0.027453391341182652
57,-5.120637747851851e-4,-0.005663577892413009,0.0032724870245911222,-0.0020259682863306818,-0.0032381502180443087,0.006637718010037879,0.009197847402505658,0.01677747615876906,-0.009842754503653496,-1.1238138614109582e-4
58,-0.011083960844106995,-0.022122173796097207,-0.008859596113177038,-0.017299779030347587,-0.020750081131908234,0.001860994181452812,-0.0017175661778632105,-0.006868736377583448,-1.6221316230813715e-4,-0.007150356369516505
59,0.01570886896252613,0.010898445926411104,0.018128368301307592,0.02749736645388841,0.026091674540864702,-0.005951627946694345,0.003611124070603543,0.009173480776485806,0.01597061983941382,0.0024951155980510458
60,-0.013833443726969314,0.021807886315173806,-0.01674046071306587,0.010527358964042987,0.0055786805375244225,2.002852047327695e-4,-0.0023895218658273906,0.004349330238497947,-0.014551761345019055,0.010591463319514707
61,-0.004686729180144174,-2.60475786277015e-4,0.0038858770749166773,-0.0023595534058777194,-0.015032972696863366,-0.004828339427394076,-0.0021732097858593548,-8.929932890697261e-4,-2.5229320528796003e-4,-0.004822962293567877
62,-0.01005581469788302,-0.015766490436471273,0.0026354156410101867,-0.00924648772144915,-0.001150372038018006,0.005237160920536679,0.004473812988435559,-0.008822528039329357,5.893869740688553e-4,-0.008898861447154904
63,-0.006884002576139982,0.0012566733085336524,-0.008040470491375061,-0.016945654098210763,-0.025077220609898886,0.001066472360066947,-0.011000855944991117,-0.021256561311429455,0.009556639101863692,1.3291607138950687e-4
64,0.0011973882381965798,0.0034576914061960357,0.007289935726564492,0.009512570606009497,0.015589792471497244,-0.003730246540681432,-0.0055251556604839075,-5.182946558409805e-4,9.748419963271443e-4,-0.012848452964784512
65,-0.009337177613501921,-0.03451373474657005,-0.01640575657039179,-0.017558088302141093,-0.019044089903480155,0.0016034071540351254,-0.006537705797884949,-0.019698316651556053,-0.013593234243463065,-0.017846473657256244
66,-0.0010382872137418022,-0.005616049747005039,-0.009771852409967014,-0.004344134153437974,0.001553268896362109,-9.563681576027503e-4,-0.013081423835137147,-0.0019423634728091151,-0.020499027122714175,0.009725355995141054
67,-0.0016512814818966423,-0.014296970447229496,4.423527175778274e-4,0.001002276325489109,0.0023256355359808217,8.082166806514374e-4,3.7315448889020425e-4,0.00993854197247232,0.00957411104882949,0.0033258668427676025
68,0.004875310830786606,0.01385030750643284,0.025329350566675457,-0.005019161240452151,-0.002950795056299789,-0.0012256811719365429,0.0099448791096731,0.013891224286861464,0.009586279229395126,0.014199693686144753
69,0.007179089472171618,-0.00245888906813733,-0.0032745970015767563,-0.0033746738487516067,-0.0066772331345572025,0.0026969418139872157,0.008775977846002179,0.009652733322913578,0.01654489952374869,0.013607982980564409
70,0.0034202651113257494,0.001012161969941377,-0.003625210519779637,7.15398057775876e-4,0.010708858434112104,-0.0027661700523559964,0.005977514209652375,-0.0012038238203628772,0.00253836770536722,-0.008572444712946955
71,0.0036955128699416987,0.004354648379413948,0.0010381925116455279,0.003883951519984579,-0.005637254722798981,-0.008651986449567457,-0.004760406430909081,1.5601236511684455e-4,-0.013228120226880045,-0.018144373216655376
72,0.01290324747388919,0.005304986859970751,-0.003596197600296963,5.929720232573763e-4,0.0014307135299378496,-0.006070931281118623,-0.005913073021697433,-0.001786786026258516,-0.009110046392510467,0.019825948846670598
73,-0.012807933070652224,-0.014265060288473817,-0.011272216511627653,-0.018196792739898184,-0.008446931368306803,0.007739956971621033,0.008111321430818623,-0.013111102000305224,0.01387005308038083,-0.003946268996906651
74,-0.02122820555583749,-0.0011817129989929562,-0.0109639050199318,-0.003640292759297935,-0.02238138678697458,0.007446493846125133,-0.0016350408074258505,0.026617669898041707,0.020073410333602763,-0.015326195751625695
75,0.0034238183326122285,-0.008814527188478263,0.018111659846848854,-5.001518498464574e-4,-4.264832336399863e-4,0.0019013025859540066,-0.013564956026209636,-0.0010592679632404419,-0.004711293039157688,0.017465779224607056
76,0.0182155916275138,0.02788623905750602,0.02889422063043127,0.014335589931356607,0.01675910439429031,-3.0085155552647214e-6,0.002512553842720269,-0.010749959010112678,-0.014326650982987984,0.006744130373238863
77,0.02550006456562177,0.014464558952999921,0.03701337984271327,0.011213439176257457,0.0165130880920901,-8.205168587843457e-4,1.3459204890981034e-4,0.01329859947183444,-0.0165957203340183,0.013455478126664108
78,-0.017852178250919445,-0.01299014143324224,-0.02545346500445929,-0.023490842974441616,-0.02352332699436256,0.0027521421854328778,-0.008242989676736973,-0.01400139201223091,0.010027286094117115,-3.262581011231424e-4
79,-0.010290794425145171,-0.006031554753341666,-0.004377109783670934,-0.01223533388412738,-0.02016778377287544,0.013710130790951094,0.018995257900410078,-0.0037854836846583652,-0.0014343104168472367,-0.019664238177491657
80,3.647336706190303e-4,-0.0014502106757123523,0.008155952780962667,0.012398490957359577,0.010234381163700845,-0.0016071801417529544,-0.006234430042215406,0.004075434930830209,-0.009836623633852208,0.002739098342796852
81,-0.004679366579270807,-0.0115669647078218,-4.248541432906317e-4,0.0024348608245133795,-0.013998440338388322,-9.301255080231891e-6,-1.1064530824733638e-4,-0.003909024457316753,-2.127086376355067e-4,7.61516376477922e-4
82,0.002423722713466714,0.030231174190426008,0.00845631635221452,0.014613691928273404,0.01430347165349017,9.859686673557321e-4,3.1765278959323815e-4,0.006407552759579349,-0.00113848600907553,0.009395397768974084
83,0.007023826151723909,0.0075416466963071135,0.008423923250440337,0.005730737169451437,-0.003938614804785706,0.0010725759365056993,-1.6655990765092554e-4,-5.635149282931744e-4,-0.015706891260243157,0.0021178317659631485
84,0.006608771240067718,0.005885512766666004,0.018714920669745096,-3.1866632175474215e-4,0.005402516621484452,0.0013861254427461247,0.010953574758032903,0.0015939114636291762,0.002353852077865478,0.007268557792697165
85,0.028494887473277025,0.04138245352804323,0.05310287816740695,0.022329188509090745,0.04160729146088678,-0.010310151366102756,-0.0034198940461201296,0.004644116534697064,0.0059886445735745164,0.003182867862456074
86,-0.01121104567973392,-0.013444958225077512,-0.031062862462277338,-0.011129116423291766,0.006792378184710273,0.0010038882741590118,0.004368107892949462,-0.008942575330015159,0.006836847395117022,-0.009164633740549318
87,-0.010815948744971481,-0.014735752738332226,-0.009753976202348634,-0.00876544127521103,-0.02721339244090107,-0.004288398223033078,0.0018775709593428307,-0.02486156210217023,-0.0013498319253292582,-0.0028611006588223574
88,-0.011033777773386906,-0.020347056542404308,-0.012103438293795211,-0.003824868363040279,-0.020741072010370898,-0.0010845933295413398,-0.009583047817343168,-0.0285517274818335,0.0072157734862902355,-0.010228458169545216
89,-0.008226896523788496,-0.01731066799345869,-0.01921106981806543,-0.0082733379475349,-0.0023295467603891224,0.0010985540102041876,-0.0067532625012630045,0.008638562600716727,0.01086712497747803,-0.01143599548162518
90,-0.0051736015352514785,-0.005672437299498232,-0.005023654169653753,-0.0020121099835425393,0.004923286108211542,0.008137488820064995,0.0037421939599762456,0.0013679335769337104,-0.01602553676297245,0.009704025102558267
91,-0.003910115433592523,-0.008890275912832325,-0.008139085711868244,-0.00548860281967334,0.007729048028354648,6.159051426316975e-4,-0.0084965622646609,0.003564493199466481,-0.010767890278463548,-0.006117161996401441
92,0.0033551033881402564,0.026797194053634996,0.008386569530227178,0.01569299476017923,0.03139858170545868,-0.0037063832107211555,0.004746159673583898,5.093271910933724e-4,0.007212332851219199,-0.0024989587355667186
93,-0.0018766170160134379,0.004133776195949829,-0.0018048522912506393,0.0030336120468951954,0.017306651606282284,-0.005972298362640429,0.00553950797083136,-0.007659573584754585,0.005729837119420543,-0.023641135156619322
94,-0.0014547152543454788,0.001051892762239085,0.009024890156384814,0.0013929062178811705,0.004429763478745374,0.002805497174120277,-0.009636944598930754,-0.012750452746502192,0.008554026903055909,0.002737398774652682
95,-0.009444732994695306,-0.028056472636601656,-0.024932713181171032,-0.012383473848224278,-0.02212258585465636,-0.0014515417840760324,-0.011660648510032286,-0.008024562351915817,-0.004837655692556949,-0.03313474213350429
96,0.0013625198247675676,-0.00897142389590492,-0.00208745636965475,-0.0014728626237376931,0.006031959855626707,-0.0014296400087772919,-0.005136949045634006,-0.0010886020117764142,0.009689363245133614,-0.001710889676141213
97,0.01294337608327648,0.006354256626736468,0.02003403017467197,0.007462610604146319,0.02661857345831889,0.0016085599509693515,0.005453968638704758,-0.003284260211800893,0.01222799019090228,0.0014044767517180743
98,-5.955177377756028e-4,-0.01162499300734513,-0.0021163700596108594,-0.007846237178260261,0.008701793110605477,-0.004592263545461104,-0.0011980653148520233,-0.006066862233680275,0.0041489731752999675,-0.023776888145043248
99,-0.007792533225273486,-0.024355437215159793,-0.028753719548412503,-0.009133205182890186,-0.005793769728091385,0.008266061020384826,-0.00295076470783457,0.007880564687473092,-5.344482315824098e-4,-0.00459079364954731
100,0.006716783259460243,0.010342302867943486,0.006518096485070112,0.009167367425838218,0.012733932321950678,-0.011748816197486892,-0.007337714686503837,0.0069956911625114115,-0.010139556471234854,0.0037530625708044663
101,-0.008479545130609013,0.004373983142195199,-0.005826184513557526,0.0018189630205212531,-5.252231049328348e-5,0.0043495584134032855,0.0041689192183906555,0.006981481523458659,0.009553029751298067,0.012099727242873802
102,-0.0019032589288276644,0.018931801071243207,-0.008964518931085103,0.006842342403097694,0.005221276987531998,0.005718007880610488,-0.003253737187719304,0.013262924921368211,0.012804506148600526,0.005487368981673473
103,-0.002765260848149992,2.954071211836239e-4,0.010373586965531555,-0.0021309443911744414,-0.0016097556434612938,0.003099258537616071,0.007139736481793639,-0.02264912426404339,0.008892417389502489,0.029519888503117694
104,0.0063835497156820124,0.003138708238397996,-0.0023446110765108458,0.0012179935430378145,0.009206394409674606,-5.22942374509832e-4,-7.756893234341488e-4,0.007117796876877992,-0.007265025064362755,-0.016067044309219434
105,-0.008279927566579888,-0.005031357005010944,-0.007139331976837012,-0.021886938399338106,-0.004499077772783714,0.005307427319596232,-0.0011144216773054153,-0.010524951167660071,0.002697896818109528,0.02089381810339065
106,-0.004812272833831323,-0.005837992277969914,-0.009198007902639345,-0.01203427876989019,-0.006586283767012834,-0.0033389301954240397,-0.0028584497861228546,-0.011281527579762212,-0.003919931529198973,8.324250200438779e-4
107,0.0025385141944163823,0.02089107106963127,-0.005436576398002568,0.007181033397256454,0.013752725109926523,-0.0024455485625200436,0.005779491739973678,-0.003973072065811868,0.008157234222811739,-0.008803820603840922
108,0.013550238345006321,-0.0024669197474057078,0.026101312760577547,0.015091613470664126,0.004511905473713741,-0.0011610001220847353,0.007541684166687561,0.007602995585331699,0.002767169461852744,0.0018902253430327673
109,0.006886877863277649,0.006966471768417361,0.01368615045670209,0.010195275705523919,0.011874569106686272,-0.0033852736664223594,-0.001413575516788385,-0.015475623225239068,-0.01763668843966264,3.6182055422755133e-4
110,0.003325762509287592,-0.002401856307647455,-0.015584351182638956,-0.018508883541673828,0.0035461275300744423,0.001159995683645288,0.008992014015225279,-0.010726495844666683,0.011228083055500096,-0.02273380775960012
111,-0.010242992531855984,-0.01681031708502943,-0.0037087427432058277,-0.0018908156953733747,-0.002797427006185382,-0.0018993809996042787,-0.012109031162146136,0.0034421090943905553,0.001577000691085386,-0.009625613421856685
112,0.004054706165050215,0.004318342922448288,0.0016881257660449577,-0.002294220696512788,-0.0063911082222237615,-0.0021022016891991246,0.005894625888176426,-0.008314056705425498,-0.0020334039256621607,0.005902532230141406
113,0.008657150896625285,0.013103118973986343,0.024667505338579657,0.012859106379712945,0.009358935482634003,-0.00677936265793299,0.0036020647602823326,0.004575425569197168,-0.014748845728516452,-0.00349510071039561
114,0.013190729783986058,0.01598284611650013,0.011282921652706704,0.0056797666781994915,0.011782335176133562,-0.0034448126737093967,0.012596209081355786,0.0035463385537694786,0.0046144456279738,-0.014114731569641647
115,-3.62246086240154e-5,-0.0020842311531070264,-0.00292540416966767,-0.008486672324489039,0.011716778956311411,0.001628709848455527,-0.006251052407737042,-0.010322368597108073,-0.0033575447941868023,0.0014096865346011934
116,-0.0056487285373144685,0.004564471106674423,0.0045708683184026225,0.011274101318966123,0.006180122073434724,0.002621383703014974,0.0017764710167393922,-0.009922479452113648,0.0078520415105177,0.005213699714109038
117,0.0011167817076159778,-0.003369449989669884,0.011384415398318203,2.852673731877617e-4,0.0012220794544282518,-0.006933225836996944,0.0016456256399543932,-0.0173574520327239,-0.006088619998864399,-3.713535664677411e-4
118,0.008032723485775752,-0.005046855132978337,0.016311838505376392,0.014007510542680608,-0.0029587860349386584,9.134758633732573e-6,-3.295363001041037e-4,-0.003735457820421994,5.599081655043608e-5,-0.011704638373112822
119,0.00939344988273966,0.01195312635145302,0.028061772122564266,3.729783186576257e-4,0.016272392451720307,-0.007043317031032871,-0.0036414455702179134,0.0070951026100738645,-0.0019234948454888963,0.02432647943452107
120,0.009108128924758983,0.0157991305923174,0.021920181254782806,5.598229876347617e-4,-0.004681905816718903,0.0029110024718021488,0.00876381841639925,0.023092763155816712,0.009986071238346397,-3.0731711516975203e-4
121,-0.007535284608772145,-0.0031964251390112406,0.002899298820362862,-0.011289962769669577,-0.008020737440778736,0.00446434414272051,-0.003480064977194575,2.3555594067947288e-4,0.010666256445230076,0.0029397682577307813
122,-0.0073825025198876616,0.005481757473460579,0.001885621179057575,-0.006395055558243253,0.008349739115397804,0.007321324670681557,8.581309285805938e-4,-0.0021788528522072408,0.0016431707597672628,0.0083282879123669409
123,0.011018864319751517,-0.007515310971782206,0.014986606590189949,0.009087238911567205,0.02330586817752334,-0.002609588515833481,0.0014543858749572669,0.011926367310961274,-0.0097092552121224,0.009044045329067595
124,-0.02315863453785403,-0.001699136582461477,-0.02556054113890633,-0.006891032128481151,-0.01945213071156004,0.0019296307888499076,0.003004892159841671,0.0010776288713262546,0.012622432159548063,7.243630412166302e-4
125,0.01974356832466467,0.029713515527357993,0.036609063624875114,0.020679870386301084,0.040104622126352095,-0.0062182924173023535,0.010843917405297597,0.027831084008347072,2.537991055016327e-4,0.03012094889731587
126,0.011754099895287402,-0.005896798367230961,0.00958608698363652,-0.011532257013083847,0.010325516168426134,-5.056773913569705e-4,-0.006853149158201207,-0.005040973836886965,-0.0038331875385091163,-0.005612330829162783
127,0.01913545688939198,0.03957729426770527,0.014954629041482589,0.029374380240880012,0.03297850667173186,-0.003036605200705892,0.012860112664991246,0.010674231148740335,-4.200603479801254e-5,-0.011302063531759164
128,-0.016485862333800134,-0.014081558459905377,-0.03899177873020273,-0.01603083733732428,-0.017967168266037038,0.0070582237593319426,-0.007344687734815417,-0.016542149694526997,-0.011951044612632425,-0.0225920058257947
129,0.00295692567415637,-0.015819342827034188,-0.0053014514707266916,0.003638733145052239,0.005894907883089767,0.00232584478165566,0.006484268512524841,0.024309419645316202,-0.0022087576634065693,-0.009315562699634416
130,0.006455177374676337,0.02315624776394515,0.014383027333561598,0.021334389875438425,3.589052975419459e-4,-0.0035108372271257173,0.003620454173943759,-0.002157891716918052,-0.011612183806620022,0.00791291647049607
131,-0.0022747118395785777,-0.017224652391820774,-0.003401705373990723,-0.0022440787660671095,-0.0011966513460807669,-0.004618173750292553,-0.008662767947232464,-0.012882808519688527,0.003092447885447946,-0.004323808645521621
132,-0.008524123895379257,-0.006804274653451747,-0.010239660132219632,-0.0018592723317626735,0.002603180781278909,0.007359104412017334,-0.0013862179629991272,-0.017279888001806055,0.013433937770279798,-0.015068119348045913
133,-3.2355217688155043e-4,-0.011067834252557281,-0.004055131807602204,-0.004909315474003094,-0.004028401767759592,-0.001071660508698852,-0.004350977072711899,-0.003706776788473112,0.007575724731578926,0.004159754248532206
134,9.349660701347728e-5,0.010500190763026586,0.027204790255004024,0.009109042623145101,-0.00827947372831015,0.0070627442544510255,-0.007216183967884481,0.0021985922575636875,0.009867654543515845,0.01758588846548901
135,-0.01747602470042498,-0.024524993765740626,-0.026941442195907824,-0.03011603201803391,-0.017648277821744864,0.009619352504573643,6.842046152572955e-4,-0.01758702283220353,3.053146819021289e-4,-0.02011772081471556
136,0.010779778203555692,0.001429191190643186,0.013434044453423033,0.00928463215218748,0.03272094844520768,-0.0015680605560137342,0.0011919656905624756,-0.003898012762568489,-0.0022776533500431183,0.010782130162814988
137,0.013014667368936117,0.003550257422828545,0.021768163649180827,0.006437716100045508,0.01217527426041781,-0.001716577329882406,-0.004108738081518249,-0.010385361827637258,-0.0038502413326532542,0.011677308718027348
